number,word,example
6989.0,subsequently,"We had a disagreement about the project's direction, but subsequently came to a compromise that satisfied both of us."
6989.0,subsequently,She applied for the job online and subsequently received an invitation for an interview.
6990.0,broadly,"Broadly speaking, the new policy has been well-received by the employees."
6990.0,broadly,"The film is broadly based on historical events, though it takes some creative liberties."
6990.0,broadly,We can broadly categorize the applications into two groups: those that meet the criteria and those that don't.
6990.0,broadly,"The artist's work is broadly influenced by Impressionism, but with a modern twist."
6990.0,broadly,"While there are some minor differences, the two models are broadly equivalent in terms of performance."
6991.0,decidedly,"She was decidedly unhappy with the new arrangements, making her feelings quite clear to everyone involved."
6991.0,decidedly,"The weather was decidedly colder than the forecast had predicted, so we all bundled up in extra layers."
6991.0,decidedly,"His performance was decidedly improved from the last time, showing a clear dedication to practice."
6991.0,decidedly,"The restaurant, while charming, was decidedly too expensive for our budget."
6991.0,decidedly,"After a moment of hesitation, he decidedly agreed to join the team, a decision that surprised many."
6992.0,heartily,We heartily congratulated them on their engagement.
6992.0,heartily,The audience heartily applauded the orchestra's performance.
6992.0,heartily,"After a long hike, we heartily devoured the sandwiches we had packed."
6992.0,heartily,He heartily agreed with her proposal to renovate the old building.
6992.0,heartily,I can heartily recommend this restaurant; the food is excellent and the service is impeccable.
6993.0,oddly,"Oddly enough, the weather forecast was completely wrong, predicting sunshine when it rained all day."
6993.0,oddly,"She behaved oddly at the party, avoiding everyone and whispering to herself in the corner."
6993.0,oddly,"The painting was oddly compelling, despite its strange subject matter and unsettling colors."
6993.0,oddly,He found it oddly satisfying to organize his spice rack alphabetically.
6993.0,oddly,"Oddly, the door was unlocked, even though I distinctly remember locking it before I left."
6994.0,vaguely,I vaguely remember meeting him at a conference a few years ago.
6994.0,vaguely,"She vaguely gestured towards the back of the room, indicating where the refreshments were."
6994.0,vaguely,"The instructions were vaguely worded, making it difficult to understand what to do."
6994.0,vaguely,He had a vaguely familiar accent that I couldn't quite place.
6994.0,vaguely,"I felt vaguely uneasy about the whole situation, but I couldn't pinpoint why."
6995.0,hopefully,"Hopefully, the weather will be nice enough for us to have a picnic this weekend."
6995.0,hopefully,"Hopefully, I'll hear back from the hiring manager sometime next week regarding the job application."
6995.0,hopefully,"Hopefully, adding more memory to my computer will make it run faster."
6995.0,hopefully,"Hopefully, she remembers to bring her presentation slides to the conference tomorrow."
6995.0,hopefully,"Hopefully, by taking this medication, my allergies will be under control."
6996.0,incidentally,"I was planning to go to the grocery store later; incidentally, do you need anything?"
6996.0,incidentally,"Incidentally, I ran into Sarah at the coffee shop this morning, and she asked about you."
6996.0,incidentally,"The project is almost finished, but, incidentally, we're still waiting on approval from the legal department."
6996.0,incidentally,"We'll be discussing the budget at the meeting; incidentally, can you bring copies of your expense reports?"
6996.0,incidentally,"I'm reading a fascinating book about the history of Rome, and, incidentally, it mentions that particular monument we saw last summer."
6997.0,respectively,"John and Mary won first and second place, respectively."
6997.0,respectively,"The red, blue, and green wires connect to ports A, B, and C, respectively."
6997.0,respectively,"Our company's profits and revenue increased by 10% and 15%, respectively, compared to last year."
6997.0,respectively,"The students were asked to bring their laptops and notebooks on Monday and Tuesday, respectively."
6997.0,respectively,"The CEO and CFO received bonuses of $100,000 and $75,000, respectively, for their outstanding performance."
6998.0,virtually,The project is virtually complete; we just need to do some final testing.
6998.0,virtually,"Due to the heavy rain, the hiking trail was virtually impassable."
6998.0,virtually,"Since the company switched to remote work, we've been holding virtually all of our meetings online."
6998.0,virtually,"The two models are virtually identical, differing only in the color of the trim."
6998.0,virtually,"After the surgery, she was virtually pain-free thanks to the strong medication."
